SYMBOL,SECTOR
HARDWYN,aluminium
HARIAEXPO,textilesreadymadeapparels
HARIOMPIPE,ironsteel
HARITASEAT,autoancillaries
HARRMALAYA,plantationsteacoffee
HARSHA,engineeringindustrialequipments
HARYANSHET,glassglassproducts
HATHWAY,mediaentertainment
HATSUN,foodprocessing
HAVELLS,electricequipment
HAWKINCOOK,domesticappliances
HBPORT,financeinvestments
HBSL,financeleasinghirepurchase
HBLPOWER,electricequipment
HCL-INSYS,computershardware
HCLTECH,computerssoftware
HDFC,financehousing
HDFCAMC,financeinvestments
HDFCBANK,banksprivatesector
HBANKETF,hdfcbankinget
HDFCMFGETF,hdfcgoldetf
HDFCLIFE,lifehealthinsurance
HDFCNIFETF,hdfcniftyetf
HDFCSENETF,hdfcsensexetf
HDFCSILVER,etf
HDIL,constructioncontractingrealestate
HEADSUP,headsupvent
HCG,hospitalsmedicalservices
HECPROJECT,engineering
HEG,electrodesgraphite
HEIDELBERG,cementmajor
HELIOSMATH,computerssoftwaremediumsmall
HEMIPROP,hemisphere
HERANBA,pesticidesagrochemicals
HERCULES,engineering
HERITGFOOD,foodprocessing
HEROMOTOCO,auto23wheelers
HESTERBIO,pharmaceuticals
HEXATRADEX,financeinvestments
HEXAWARE,computerssoftware
HFCL,telecommunicationsequipment
HIMGRANITE,ceramicsgranite
HGINFRA,infrastructuregeneral
HITECH,steeltubespipes
HIGHGROUND,trading
HIKAL,pharmaceuticals
HIL,cementproductsbuildingmaterials
HILTON,castingsforgings
HILTON-RE,miscellaneous
HSCL,chemicals
HIMATSEIDE,textilessyntheticsilk
HINDCOMPOS,autoancillaries
HCC,constructioncontractingcivil
HINDCOPPER,metalsnonferrous
HINDDORROL,engineering
HINDIND,foodprocessing
HINDMOTORS,autocarsjeeps
HINDNATGLS,glassglassproducts
HOCL,chemicals
HIRECT,electricals
HINDSYNTEX,textilesspinningsyntheticblended
HINDTINWRK,packaging
HINDZINC,metalsnonferrous
HINDALCO,hindalco
HINDCON,chemicals
HPIL,diversified
HINDUJAFO,castingsforgings
HGS,computerssoftware
HAL,diversified
HNDFDS,foodprocessing
HMVL,mediaentertainment
HINDWAREAP,hindwareap
HIRAFERRO,miningminerals
HISARMETAL,steelmediumsmall
POWERINDIA,hitachienergy
HITECHCORP,plastics
HLEGLAS,glassglassproducts
HLVLTD,hotels
HMT,autotractors
HINDOILEXP,oildrillingandexploration
HOMEFIRST,financehousing
HONDAPOWER,electricequipment
HONAUT,telecommunicationsequipment
HOVS,computerssoftwaremediumsmall
HPAL,hpadhesives
HINDPETRO,refineries
HPIL,miscellaneous
HPL,electricequipment
HTMEDIA,mediaentertainment
HUBTOWN,constructioncontractingrealestate
HUDCO,constructioncontractingrealestate
HUHTAMAKI,packaging
HINDUNILVR,personalcare
IBMFNIFTY,miscellaneous
ICDSLTD,financeleasinghirepurchase
ICEMAKE,miscellaneous
ICICIBANK,banksprivatesector
ICICIGI,icicilombard
ICICIPRULI,financegeneral
ISEC,miscellaneous
ICICI5GSEC,etf
ICICIALPLV,icicialplv
ICICIAUTO,etf
ICICIBANKN,icicibankn
ICICIBANKP,icicibankp
ICICICONSU,iciciconsu
ICICIFMCG,icicifmcg
ICICILIQ,iciciliq
ICICILOVOL,icicilovol
ICICIM150,icicim150
ICICIMCAP,icicimcap
ICICINIFTY,icicinifty
ICICINV20,icicinv20
ICICIPHARM,icicipharm
ICICISENSX,icicisensx
ICICISILVE,etf
ICICITECH,icicitech
ICRA,miscellaneous
ICSA,computerssoftware
IDBI,idbibank
ABCEDSWA,idbigoldetf
IDBIGOLD,idbigoldetf
IDFC,financetermlendinginstitutions
IDFCFIRSTB,banksprivatesector
IDFNIFTYET,financeinvestments
IEX,diversified
IFBAGRO,breweriesdistilleries
IFBIND,consumergoodswhitegoods
IFCI,financetermlendinginstitutions
IFGLEXPOR,cementproductsbuildingmaterials
IGPL,chemicals
IGARASHI,electricequipment
IGL,oildrillingandexploration
IIFL,financegeneral
IVC,financeinvestments
IL&FSENGG,constructioncontractingcivil
IL&FSTRANS,infrastructuregeneral
IMAGICAA,imagicaaworld
RUCHISTRIP,steelcrhrstrips
INDLMETER,electricequipment
IMPEXFERRO,miningminerals
INCREDIBLE,steelmediumsmall
IMPAL,trading
INDTRADECO,trading
INDSWFTLTD,pharmaceuticals
INDSWFTLAB,pharmaceuticals
INDBANK,financegeneral
INDIACEM,cementmajor
INDIAGLYCO,chemicals
IGRID-RE,powergenerationdistribution
INDIALEASE,financeleasinghirepurchase
INDNIPPON,autoancillaries
IPL,pesticidesagrochemicals
ISIBARS,steelmediumsmall
OSWALSUG,sugar
ITDC,hotels
IBULHSGFIN,financehousing
IBREALEST,constructioncontractingrealestate
INDIAMART,miscellaneous
INDIANACRY,textilesmanmade
INDIANB,bankspublicsector
INDIANCARD,textilesmachinery
IHCL-RE,hotelresortrestaurants
INDHOTEL,hotels
INDIANHUME,cementproductsbuildingmaterials
IMFA,miningminerals
INDTERRAIN,textilesreadymadeapparels
INDIGOPNTS,paints
INDIGRID,powergenerationdistribution
INDINFR,miscellaneous
INDOAMIN,chemicals
INDOBORAX,chemicals
ICIL,textilesspinningcottonblended
INDORAMA,textilesspinningsyntheticblended
INDOTECH,powertransmissionequipment
INDOTHAI,financegeneral
NIPPOBATRY,drycells
INDOCO,pharmaceuticals
INDOKEM,dyespigments
INDOSOLAR,miscellaneous
INDOSTAR,financegeneral
INDOWIND,powergenerationdistribution
INDRAMEDCO,hospitalsmedicalservices
INDUSFILA,textilesprocessing
INDUSTOWER,telecommunicationsequipment
INDUSINDBK,banksprivatesector
IITL,financeinvestments
INEOSSTYRO,petrochemicals
INFIBEAM,miscellaneous
INFINITE,computerssoftware
INFODRIVE,computerssoftwaremediumsmall
NAUKRI,miscellaneous
INFOBEAN,computerssoftwaremediumsmall
INFOMEDIA,printingstationery
INFY,computerssoftware
INFRABEES,infrabees
INGVYSYABK,banksprivatesector
INGERRAND,compressors
INNOVANA,computerssoftware
INNOVATIVE,miscellaneous
INNOIND,steeltubespipes
INOXLEISUR,mediaentertainment
INOXWIND,powergenerationdistribution
IWEL,powergenerationdistribution
INOXGREEN,miscellaneous
INSECTICID,pesticidesagrochemicals
INSILCO,chemicals
INSPIRISYS,computerssoftwaremediumsmall
SUBCAPCITY,intconstructio
ESSENTIA,integraessenti
IPSL,miscellaneous
INTELLECT,computerssoftware
INTENTECH,computerssoftwaremediumsmall
INDIGO,transportlogistics
INTLCONV,miscellaneous
INTLTRAVHS,miscellaneous
ISFT,retail
INVENTURE,financeinvestments
IVZINGOLD,invescogetf
IVZINNIFTY,invescoindian
IOB,bankspublicsector
IOC,refineries
IOLCP,pharmaceuticals
IONEXCHANG,engineering
IPRINGLTD,autoancillaries
IPCALAB,pharmaceuticals
ICICI500,iprubse500etf
ICICIGOLD,iprugoldetf
ICICINF100,iprunf100etf
ICICINXT50,iprunxt50etf
IRB,infrastructuregeneral
IRBINVIT,constructioncontractingcivil
IRCON,engineeringheavy
IRCTC,miscellaneous
IRFC,financenbfc
IRIS,irisbusinesss
IRISDOREME,irisclothings
ISGEC,engineeringheavy
ISHAN,engineeringindustrialequipments
IIFLSEC,isl
ISMTLTD,steelrolling
ITBEES,itbees
ITC,itc
ITDCEM,constructioncontractingcivil
ITI,telecommunicationsequipment
IVP,vanaspatioils
IVRCLINFRA,constructioncontractingcivil
IIFLWAM,iwml
IZMO,computerssoftwaremediumsmall
JKIL,constructioncontractingcivil
JKCEMENT,cementmajor
JAGAJITIND,breweriesdistilleries
JAGRAN,mediaentertainment
JAGSNPHARM,pharmaceuticals
JAIBALAJI,steelspongeiron
JAICORPLTD,steelgpgcsheets
JAIHINDPRO,constructioncontractingcivil
JISLJALEQS,plastics
JAINSTUDIO,mediaentertainment
JAINAM,ferromanganese
JPASSOCIAT,infrastructuregeneral
JPPOWER,powergenerationdistribution
JALAN,transportlogistics
JAMNAAUTO,autoancillaries
JASCHIND,plastics
JASH,diversified
JAYBARMARU,autoancillaries
KORE,retailing
JAYAGROGN,chemicals
JAYNECOIND,castingsforgings
JKSYNTHETC,textilesmanmade
JPINFRATEC,infrastructuregeneral
JAYSREETEA,plantationsteacoffee
JAYDYSTUF,dyespigments
JBCHEPHARM,pharmaceuticals
JBFIND,textilesmanmade
JBMA,autoancillaries
JCT,textilescompositemills
JCTEL,electricals
JDORGOCHEM,dyespigments
JSLL,pharmaceuticalsdrugs
JENSONICOL,paintsvarnishes
JETAIRWAYS,transportlogistics
JETFREIGHT,miscellaneous
JETKNIT,textilesreadymadeapparels
JEYPORE,sugar
JFLLIFE,pharmaceuticalsdrugs
JHS,personalcare
JIKIND,trading
JSLHISAR,steellarge
JINDCOT,textilesspinningcottonblended
JINDRILL,oildrillingandexploration
JINDALPHOT,consumergoodselectronic
JPOLYINVST,financegeneral
JINDALPOLY,packaging
JINDALSAW,steeltubespipes
JSL,steelmediumsmall
JINDALSTEL,steelspongeiron
JINDWORLD,textilesgeneral
JISLDVREQS,miscellaneous
JITFINFRA,miscellaneous
JIYAECO,miscellaneous
J&KBANK,banksprivatesector
JKLAKSHMI,cementmajor
JKPAPER,paper
JKTYRE,tyres
JMFINANCIL,financeinvestments
JMCPROJECT,constructioncontractingcivil
JMTAUTOLTD,autoancillaries
JOCIL,chemicals
FLATPROD,engineeringheavy
JCHAC,consumergoodswhitegoods
JSWENERGY,powergenerationdistribution
JSWHL,financeinvestments
JSWISPL,steelspongeiron
JSWSTEEL,steellarge
JTEKTINDIA,autoancillaries
JTLIND,jtlind
JUBLFOOD,miscellaneous
JUBLINDS,miscellaneous
JUBLINGREA,jubilanting
JUBLPHARMA,pharmaceuticals
JMA,autoancillaries
JUMBO,packaging
JUNIORBEES,juniorbees
JWL,engineering
JUSTDIAL,miscellaneous
JVLAGRO,vanaspatioils
JYOTHYLAB,personalcare
JYOTISTRUC,powertransmissionequipment
KABRAEXTRU,engineeringheavy
KAJARIACER,ceramicsgranite
KAKATCEM,cementmini
KALINDEE,engineering
KALPATPOWR,powertransmissionequipment
KALYANKJIL,diamondjewellery
KALYANI,autoancillaries
KALYANIFRG,castingsforgings
KICL,financeinvestments
KSL,steelrolling
KAMATHOTEL,hotels
KAMDHENU,steelmediumsmall
KANANIIND,diamondcuttingjewellerypreciousmetals
KANDAGIRI,textilesspinningcottonblended
KANDARP,miscellaneous
KANELOIL,edibleoilssolventextraction
KANORICHEM,chemicals
KANPRPLA,packaging
KANSAINER,paintsvarnishes
KAPSTON,kapstonservice
KARMAENG,powergenerationdistribution
KTKBANK,banksprivatesector
KARURKCP,packaging
KARURVYSYA,banksprivatesector
KGL,miscellaneous
KAUSHALYA,constructioncontractingcivil
KSCL,miscellaneous
KAVVERITEL,telecommunicationsequipment
KAYA,miscellaneous
KAYNES,miscellaneous
KBCGLOBAL,kbcglobal
KCK,textilesapparel
KCP,cementmajor
KCPSUGIND,sugar
KDDL,miscellaneous
KDDL-RE,miscellaneous
KEC,powertransmissionequipment
KEERTI,computerssoftware
KEI,cablespowerothers
KELLTONTEC,computerssoftwaremediumsmall
KEMROCK,plastics
KENNAMET,machinetools
KERNEX,computerssoftwaremediumsmall
KESARENT,sugar
KTIL,miscellaneous
KESORAMIND,diversified
KIL-RE,diversified
KKCL,retail
KEYFINSERV,financegeneral
KGDENIM,textilesdenim
KHADIM,leatherproducts
KHAITANLTD,trading
KHAICHEM,fertilisers
KHAITANELE,domesticappliances
KHANDSE,financegeneral
KHFM,khfmhospitalit
KILBUNENGG,engineeringheavy
KILITCH,pharmaceuticals
KINETICENG,auto23wheelers
KINGFA,plastics
KFA,transportlogistics
KIOCL,steelspongeiron
KIRIINDUS,dyespigments
KECL,electricequipment
KIRLOSBROS,pumps
KIRLFER,steelpigiron
KIRLOSIND,kirloskarind
KBIL,financegeneral
KIRLOSENG,engines
KGKHOSLA,compressors
KITEX,textilesreadymadeapparels
KJMCFIN,kjmcfinser
KKVAPOW,powergenerationdistribution
KLRF,foodprocessing
KMSUGAR,sugar
KNAGRI,vegetableoilsproducts
KNRCON,constructioncontractingcivil
KOHINOOR,foodprocessing
KOKUYOCMLN,diversified
KOLTEPATIL,constructioncontractingrealestate
KOPRAN,pharmaceuticals
PHILCORP,foodprocessing
KOTAKALPHA,etf
KOTAKBKETF,kotakbketf
KOTAKIT,etf
KOTAKBANK,banksprivatesector
KOTAKGOLD,kotakmfgetf
KOTAKNIFTY,kotakniftyetf
KOTAKNV20,kotaknv20etf
KOTAKPSUBK,kotakpsubketf
KOTHARIPET,trading
KOTHARIPRO,cigarettes
KOTARISUG,sugar
KOTYARK,renewables
KOVAI,hospitalsmedicalservices
KPIGREEN,kpigreen
KPITTECH,kpittech
KPRMILL,textilesreadymadeapparels
KRBL,foodprocessing
KREBSBIO,pharmaceuticals
KRIDHANINF,miscellaneous
KRISHANA,miscellaneous
KRISHNADEF,krishnadefence
KRISNAFILA,textilesmanmade
KIMS,hospitalhealthcareservices
SHREEKRPOL,textileshosieryknitwear
KRITI,plastics
KRITINUT,edibleoilssolventextraction
KRITIKA,kritikawires
KRSNAA,hospitalhealthcareservices
KSOILS,edibleoilssolventextraction
KSB,pumps
KSE,edibleoilssolventextraction
KSHITIJPOL,kshitijpolylin
KSK,powergenerationdistribution
KSOLVES,software
KSERASERA,mediaentertainment
KUANTUM,paper
KWALITY,foodprocessing
L&TFH,financeinvestments
LTI,computerssoftware
LTTS,lttechnology
L&TFH-RE,financeinvestment
LAOPALA,glassglassproducts
LAGNAM,lagnamspintex
LAKSELECON,electricequipment
LAKSHMIEFL,foodprocessing
LFIC,financegeneral
LAXMIMACH,textilesmachinery
LAKSHMIMIL,textilescompositemills
LAKPRE,fasteners
LAKSHVILAS,banksprivatesector
LAMBODHARA,textilesspinningcottonblended
LITL,infrastructuregeneral
LPDC,constructioncontractingrealestate
LT,infrastructuregeneral
LASA,miscellaneous
LATENTVIEW,itservicesconsulting
LATTEYS,pumps
LAURUSLABS,pharmaceuticals
LAXMICOT,miscellaneous
LXCHEM,specialitychemicals
LCCINFOTEC,computerssoftwaremediumsmall
LEMERITE,textiles
LEEL,consumergoodswhitegoods
LEMONTREE,hotels
LEXUS,miscellaneous
LGBBROSLTD,autoancillaries
LGBFORGE,castingsforgings
LIBAS,miscellaneous
LIBERTSHOE,leatherproducts
LICHSGFIN,financehousing
LICI,licindia
LICNFNHGP,financeinvestments
LICNETFN50,licnifty
LICNETFSEN,licsensexetf
LICNETFGSC,licmfgseclt
LIKHITHA,infrastructure
LINC,linc
LINCOLN,pharmaceuticals
LINDEINDIA,chemicals
LIQUIDBEES,liquidbees
LKPMERFIN,financeleasinghirepurchase
LLOYDFIN,financeleasinghirepurchase
LLOYDS,miscellaneous
LLOYDMETAL,steelspongeiron
LSIL,steelmediumsmall
LML,auto23wheelers
LOKHSG,constructioncontractinghousing
LOKESHMACH,machinetools
MODIALKALI,chemicals
LOTUSEYE,hospitalsmedicalservices
LOVABLE,textilesreadymadeapparels
LOYALTEX,textilescompositemills
DAAWAT,ltfoods
LTGILTBEES,ltgiltbees
LUMAXAUTO,autoancillaries
LUMAXTECH,autoancillaries
LUMAXIND,autoancillaries
STRAUSIND,computerssoftwaremediumsmall
LUPIN,pharmaceuticals
LUXIND,textilesprocessing
LYKALABS,pharmaceuticals
LYPSAGEMS,diamondcuttingjewellerypreciousmetals
MKPL,miscellaneous
M&M,autocarsjeeps
M&MFIN,mmfinancial
M&MFIN-RE,mmfsre
MAANALU,aluminium
MACPOWER,machinetools
LODHA,constructionresidentialcommercialcomplexes
MCL,madhavcopper
MADHAV,ceramicsgranite
MADHUCON,constructioncontractingcivil
MADHURFOOD,miscellaneous
MADSUDIND,vanaspatioils
MBAPL,diversified
MPTODAY,mediaentertainment
MADRASFERT,fertilisers
MAESGETF,etf
MAFATLAIND,textilescompositemills
MAGADSUGAR,sugar
MAGNUM,paper
MAHSCOOTER,auto23wheelers
MAHSEAMLES,steeltubespipes
MAHAPEXLTD,financeleasinghirepurchase
MHLXMIRU,rubber
MAHASTEEL,steelcrhrstrips
MGL,refineries
MAHESHWARI,miscellaneous
MAHICKRA,dyespigments
MAHINDCIE,castingsforgings
MHRIL,hotels
MAHLIFE,constructioncontractingcivil
MAHLOG,diversified
MAHINDUGIN,steelmediumsmall
MAHKTECH,etf
MAITHANALL,miningminerals
MAJESAUTO,auto23wheelers
MAKS,engineering
MALLCOM,miscellaneous
MALUPAPER,paper
MALWACOTT,textilesspinningcottonblended
MAM150ETF,etf
MAMFGETF,etf
MANINDS,steeltubespipes
MANINFRA,constructioncontractingcivil
MAN50ETF,man50etf
MANAKSIA,steelrolling
MANAKALUCO,aluminium
MANAKCOAT,steelmediumsmall
MANAKSTEEL,steellarge
MANALIPETC,petrochemicals
MANAPPURAM,financeleasinghirepurchase
MANAV,constructioncontractingcivil
MAFSETF,etf
MANGLMCEM,cementmajor
MANGALAM,pharmaceuticals
MGEL,mangalamglobal
MANORG,chemicals
MANGTIMBER,miscellaneous
MWL,ironsteel
MANGCHEFER,fertilisers
MANJEERA,constructioncontractingrealestate
MANJUSHREE,packaging
MANORAMA,foodprocessing
MANPASAND,foodprocessing
MANUGRAPH,engineering
MANXT50,miscellaneous
MARALOVER,textilesspinningcottonblended
MARATHON,constructioncontractingrealestate
MARG,constructioncontractinghousing
MARICO,personalcare
MAKE,miscellaneous
MARINE,marineelectric
MARKSANS,pharmaceuticals
MARSHALL,engineeringindustrialequipments
MARUTI,autocarsjeeps
MDL,diversified
MASFIN,financegeneral
MASKINVEST,financegeneral
MASPTOP50,etf
MASTEK,computerssoftware
MATRIMONY,miscellaneous
MAWANASUG,sugar
MFSL,financeinvestments
MAXHEALTH,hospitalhealthcareservices
MAXIND,financeinvestment
MAXINDIA,miscellaneous
MAXVIL,maxventuresan
540401,miscellaneous
MAYURUNIQ,plastics
MAZDOCK,shipbuilding
MAZDA,engineering
MBLINFRA,mblinfra
MCDHOLDING,financeinvestments
MCLEODRUSS,plantationsteacoffee
MBECL,engineering
MCX,miscellaneous
MEDICAPS,pharmaceuticals
MMWL,mediaentertainment
MEDICAMEQ,pharmaceuticals
MEDICO,diversified
MEDPLUS,fooddrugretailing
MEGAFLEX,plasticproductsothers
MEGASOFT,megasoft
MEGA-RE,megasoftre
MEGASTAR,foodprocessing
MFL,specialitychemicals
MOL,pesticidesagrochemicals
MELSTAR,computerssoftwaremediumsmall
MENONBE,bearings
MEP,infrastructuregeneral
MERCATOR,shipping
MESCOPHARM,pharmaceuticals
METALFORGE,castingsforgings
METKORE,steelmediumsmall
METROBRAND,footwear
GLOBABOARD,paper
METROPOLIS,hospitalsmedicalservices
MICEL,telecommunicationsequipment
MICROTECH,computerssoftwaremediumsmall
MIDINDIA,textilesspinningcottonblended
MID150BEES,mid150bees
MIDEASTSTL,steelpigiron
MILTON,diversified
MINDA-RE,autoancillaries
MINDACORP,autoancillaries
MINDPOOL,mindpooltechno
MINDSPACE,mindspacereit
MINDTECK,computerssoftware
MINDTREE,computerssoftware
MAFANG,etf
MIRCELECTR,consumergoodselectronic
MIRZAINT,leatherproducts
MIDHANI,miscellaneous
MITCON,powergenerationdistribution
MITTAL,miscellaneous
MMFL,castingsforgings
MMP,miscellaneous
MMTC,trading
MOM100,mom100etf
MOM50,mom50etf
MON100,monas100etf
MODINSULAT,electricequipment
MODIRUBBER,tyres
MODIPON,textilesmanmade
MODISONLTD,modison
MHHL,diversified
MOHITIND,textilesprocessing
MOHOTAIND,textilescompositemills
MOIL,miningminerals
MOKSH,miscellaneous
MOLDTECH,moldtektech
MOLDTKPAC,plastics
MOLDTEKPP,plasticproducts
MOLDTEK-RE,plasticproducts
MOMOMENTUM,etf
MONARCH,financeinvestments
MONQ50,etf
MONSANTO,pesticidesagrochemicals
MONTECARLO,textilesreadymadeapparels
MORARJEE,textilesspinningcottonblended
MOREPENLAB,pharmaceuticals
MOSERBAER,computershardware
MGOLD,mostgoldetf
MOTHERSON,motherson
MSUMI,autoancillaries
MOTILALOFS,financegeneral
MOTOGENFIN,financeleasinghirepurchase
MOVALUE,etf
MPHASIS,computerssoftware
MATHPLATT,financeinvestments
MPSLTD,printingstationery
MRF,tyres
MRO-TEK,computershardware
MRPL,refineries
MSPL,steelspongeiron
MSTCLTD,miscellaneous
MTEDUCARE,computerssoftwaretraining
MTARTECH,aerospacedefence
MTNL,telecommunicationsservice
MUKANDLTD,steelmediumsmall
MUKATPIPE,mukatpipes
MUKTAARTS,mediaentertainment
MUKANDENGG,constructioncontractingcivil
MUNJALAU,autoancillaries
MUNJALSHOW,autoancillaries
MURLIIND,edibleoilssolventextraction
MURUDCERA,ceramicsgranite
RADIOCITY,mediaentertainment
MUTHOOTCAP,financeinvestments
MUTHOOTFIN,financeinvestments
MVL,constructioncontractingrealestate
MYSORPETRO,chemicals
NACLIND,pesticidesagrochemicals
NDGL,plantationsteacoffee
NAGAFERT,fertilisers
NAGAROIL,refineries
NAGREEKCAP,financeinvestments
NAGREEKEXP,textilesspinningcottonblended
NAHARCAP,financeinvestments
NAHARINDUS,textilescompositemills
NAHARPOLY,textilesspinningcottonblended
NAHARSPING,textileshosieryknitwear
NAKODA,textilesprocessing
NGIL,foodprocessing
NATIONALUM,aluminium
NSIL,financegeneral
NDL,textilesdenim
JAIPURKURT,textilesreadymadeapparels
NH,hospitalsmedicalservices
NARMADA,foodprocessing
SHAWGELTIN,chemicals
NATCOPHARM,pharmaceuticals
NATHBIOGEN,pharmaceuticals
NATHPULP,paper
NOL,chemicals
NATPEROXID,chemicals
NATNLSTEEL,steelgpgcsheets
NAVA,diversified
NAVINFLUOR,chemicals
NAVKARCORP,transportlogistics
NAVNETEDUL,printingstationery
NAZARA,software
NBCC,infrastructuregeneral
NBIFIN,financegeneral
NCC,constructioncontractingcivil
NCLIND,cementmini
NDRAUTO,ndrautocompon
NDTV,mediaentertainment
NECLIFE,pharmaceuticals
NEHAINT,miscellaneous
NITESHEST,constructioncontractingrealestate
NELCAST,castingsforgings
NELCO,telecommunicationsequipment
NEOCORP,packaging
NEOGEN,chemicals
NEPCMICON,engineering
NESCO,diversified
NESTLEIND,foodprocessing
NET4,computerssoftwaremediumsmall
NETF,miscellaneous
NETVISTAIT,computerssoftwaremediumsmall
NETWORK18,mediaentertainment
NPST,software
NTL,powertransmissionequipment
NEULANDLAB,pharmaceuticals
NIACL,miscellaneous
NEWGEN,computerssoftware
NEXTMEDIA,mediaentertainment
NFL,fertilisers
NGIL-RE,miscellaneous
NGLFINE,pharmaceuticals
NHPC,powergenerationdistribution
NICCO,cablespowerothers
NIDAN,hospitalhealthcareservices
NIF100BEES,nif100bees
NIFTYBEES,niftybees
NIITLTD,computerssoftwaretraining
NILAINFRA,nilainfra
NILASPACES,nilaspaces
NILKAMAL,plastics
NAM-INDIA,miscellaneous
GOLDBEES,nipponetfgold
HNGSNGBEES,nipponetfha
PSUBNKBEES,nipponpsubank
NIRAJ,cement
NIRLON,miscellaneous
NCOPPER,metalsnonferrous
NITCO,ceramicsgranite
NITINFIRE,miscellaneous
NITINSPIN,textilesspinningcottonblended
NITIRAJ,engineering
KERALACHEM,chemicals
NIVINFRA,electricals
NKIND,edibleoilssolventextraction
NLCINDIA,powergenerationdistribution
NMDC,miningminerals
NOCIL,petrochemicals
NOESISIND,consumergoodselectronic
NOIDATOLL,constructioncontractingcivil
NORBTEAEXP,plantationsteacoffee
NECCLTD,transportlogistics
NOVARTIND,pharmaceuticals
NOVOPANIND,miscellaneous
NPBET,miscellaneous
NRAIL,paper
NRBBEARING,bearings
NIBL,bearings
NRC,textilesmanmade
NTPC,powergenerationdistribution
NUTEK,telecommunicationsservice
NUCLEUS,computerssoftwaremediumsmall
NRL,miscellaneous
NURECA,medicalequipmentsuppliesaccessories
NUVOCO,cement
NV20BEES,nv20bees
NXTDIGITAL,mediaentertainment
NXTDIG-RE,media
OBEROIRLTY,constructioncontractingrealestate
OISL,steelmediumsmall
DALMIABHA,cementmajor
OILCOUNTUB,steeltubespipes
OIL,oildrillingandexploration
OLECTRA,telecommunicationsservice
OMINFRAL,engineering
OMAXAUTO,autoancillaries
OMAXE,constructioncontractingrealestate
OMFURN,miscellaneous
OMKARCHEM,chemicals
OMNITECH,computerssoftwaremediumsmall
PAYTM,onlineservices
ONEPOINT,miscellaneous
ONELIFECAP,financeinvestments
ONGC,oildrillingandexploration
ONMOBILE,telecommunicationsservice
ONWARDTEC,computerssoftwaremediumsmall
OPTIEMUS,optiemusinfra
OPTOCIRCUI,hospitalsmedicalservices
OFSS,computerssoftware
ORBITCORP,constructioncontractingrealestate
ORBTEXP,textilesweaving
ORCHPHARMA,pharmaceuticals
ORICONENT,packaging
ORIENTABRA,abrasives
ORIENTBELL,ceramicsgranite
ORIENTCEM,cementmajor
ORIENTELEC,consumergoodselectronic
GREENPOWER,powergenerationdistribution
ORIENTPPR,orientpaper
ORIENTLTD,printingstationery
OAL,chemicals
ORIENTBANK,bankspublicsector
OCCL,chemicals
ORIENTHOT,hotels
ORIENTALTL,ceramicsgranite
OBCL,transportlogistics
ORISSAMINE,miningminerals
ORTEL,mediaentertainment
ORTINLAB,pharmaceuticals
OSIAHYPER,osiahyperreta
OSWALAGRO,financeinvestments
BINDALAGRO,fertilisers
OSWALSPG,textilesspinningcottonblended
OUDHSUG,sugar
PGHH,personalcare
PROPEQUITY,itservicesconsulting
PACIFICIND,ceramicsgranite
PADMALAYAT,mediaentertainment
PAEL,autoancillaries
PAGEIND,textilesreadymadeapparels
PAISALO,financeinvestments
PALCREDIT,financeleasinghirepurchase
PALASHSECU,financegeneral
PALREDTEC,computerssoftwaremediumsmall
SRGINFOTEC,computerssoftwaremediumsmall
PANACEABIO,pharmaceuticals
PANACHE,miscellaneous
PANAMAPET,chemicals
PANASONIC,domesticappliances
LAKHNNATNL,drycells
PANCARBON,electrodesgraphite
PANCHMSTEL,steelmediumsmall
PANCHSHEEL,pharmaceuticals
PANORAMUNI,computerssoftwaremediumsmall
PANSARI,miscellaneous
PANYAMCEM,cementmajor
PAR,pardrugs
PARABDRUGS,pharmaceuticals
PARADEEP,fertilizers
PARAGMILK,foodprocessing
PARACABLES,cablestelephone
PARAPRINT,packaging
PARAS,defence
PARASPETRO,textilesmanmade
PARAL,packaging
PDPL,pharmaceuticals
PARIN,parinfurniture
PARRYSUGAR,sugar
PARSVNATH,constructioncontractingrealestate
PARTYCRUS,miscellaneous
00000,parvatisweet
PASHUPATI,diversified
PASUPTAC,textilesmanmade
PASUPATSPG,textilesspinningsyntheticblended
PATANJALI,patanjalifoods
PATELENG,constructioncontractingcivil
PATINT-RE,courierservices
PATINTLOG,patelintegrate
PATINTPP,courierservices
PATSPINLTD,textilesspinningcottonblended
PAVNAIND,autoancillaries
POLICYBZR,multilineinsurancebrokers
PBAINFRA,constructioncontractingcivil
PCJEWELLER,diamondcuttingjewellerypreciousmetals
PCBL,pcbl
PDSL,textilesgeneral
PGIL,textilesreadymadeapparels
PEARLPOLY,plastics
PENINLAND,constructioncontractinghousing
PENNARALUM,aluminium
PENPEBS,miscellaneous
PENIND,steelcrhrstrips
PENTAGOLD,miscellaneous
PENTSFWARE,mediaentertainment
PERFECT,constructioncontractingcivil
PKTEA,plantationsteacoffee
PERMAGNET,engineering
PERSISTENT,computerssoftware
PETRONENGG,engineering
PETRONET,oildrillingandexploration
PFIZER,pharmaceuticals
PGEL,consumergoodselectronic
PHANTOMFX,miscellaneous
PHARMABEES,pharmabees
PHOENXINTL,leatherproducts
PHOENIXLL,autoancillaries
PHOENIXLTD,constructioncontractingrealestate
PIIND,pesticidesagrochemicals
PICCADSUG,sugar
PIDILITIND,chemicals
PILITA,plastics
PILANIINVS,financegeneral
PINCON,breweriesdistilleries
PIONEEREMB,textileshosieryknitwear
