URL,companysector,companyname,companycode
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/amfebcon/F03,miscellaneous,amfebcon,F03
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/amjumbobags/JB03,miscellaneous,amjumbobags,JB03
https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/abinfrabuild/I07,infrastructuregeneral,abinfrabuild,I07
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/afenterprises/AFE01,miscellaneous,afenterprises,AFE01
https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/ainfrastructure/AI74,cementproductsbuildingmaterials,ainfrastructure,AI74
https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/akscredits/AKS,financeleasinghirepurchase,akscredits,AKS
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/akspintex/AKS01,miscellaneous,akspintex,AKS01
https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/aptyarns/APT01,textilesspinningcottonblended,aptyarns,APT01
https://www.moneycontrol.com/india/stockpricequote/chemicals/a1acid/AA14,chemicals,a1acid,AA14
https://www.moneycontrol.com/india/stockpricequote/financegeneral/akcapitalservices/AKC01,financegeneral,akcapitalservices,AKC01
https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/a2zinfraengineering/AME02,powertransmissionequipment,a2zinfraengineering,AME02
https://www.moneycontrol.com/india/stockpricequote/aaplus/aaplustradelink/APT03,aaplus,aaplustradelink,APT03
https://www.moneycontrol.com/india/stockpricequote/aaa/aaatechnologies/ATL,aaa,aaatechnologies,ATL
https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/aachalalloys/AA,steelmediumsmall,aachalalloys,AA
https://www.moneycontrol.com/india/stockpricequote/financegeneral/aadhaarventuresindia/PI37,financegeneral,aadhaarventuresindia,PI37
https://www.moneycontrol.com/india/stockpricequote/plastics/aadiindustries/AI63,plastics,aadiindustries,AI63
https://www.moneycontrol.com/india/stockpricequote/aafsgnfgbdfbef/aafsgnfgbdfbefsdvsdvva/AP18,aafsgnfgbdfbef,aafsgnfgbdfbefsdvsdvva,AP18
https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/aagamcapital/PC18,financeleasinghirepurchase,aagamcapital,PC18
https://www.moneycontrol.com/india/stockpricequote/engineering/aakarengineeringmanufacturingcompany/AEM,engineering,aakarengineeringmanufacturingcompany,AEM
https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/aakashexplorationservices/AES01,engineeringheavy,aakashexplorationservices,AES01
https://www.moneycontrol.com/india/stockpricequote/machinetools/aamcoltools/AT01,machinetools,aamcoltools,AT01
https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/aanandalakshmispinningmills/ALS,textilesspinningcottonblended,aanandalakshmispinningmills,ALS
https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/aanchalispat/AI36,steelspongeiron,aanchalispat,AI36
https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/aankitgranites/AGL,ceramicsgranite,aankitgranites,AGL
https://www.moneycontrol.com/india/stockpricequote/aapadpdp/aapadpdp/DML04,aapadpdp,aapadpdp,DML04
https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/aarcommercialcompany/AAR,textilesgeneral,aarcommercialcompany,AAR
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/aareydrugspharmaceuticals/ADP,pharmaceuticals,aareydrugspharmaceuticals,ADP
https://www.moneycontrol.com/india/stockpricequote/financegeneral/aarnavfashions/KS18,financegeneral,aarnavfashions,KS18
https://www.moneycontrol.com/india/stockpricequote/aaronindustrie/aaronindustries/AI79,aaronindustrie,aaronindustries,AI79
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/aartechsolonics/AS27,miscellaneous,aartechsolonics,AS27
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/aartidrugs/AD,pharmaceuticals,aartidrugs,AD
https://www.moneycontrol.com/india/stockpricequote/chemicals/aartiindustries/AI45,chemicals,aartiindustries,AI45
https://www.moneycontrol.com/india/stockpricequote/chemicals/aartisurfactantslimited/ASL08,chemicals,aartisurfactantslimited,ASL08
https://www.moneycontrol.com/india/stockpricequote/textilesdenim/aarveedenimexports/ADE,textilesdenim,aarveedenimexports,ADE
https://www.moneycontrol.com/india/stockpricequote/diversified/aarviencon/AE19,diversified,aarviencon,AE19
https://www.moneycontrol.com/india/stockpricequote/textileswoollenworsted/aaryaglobalsharessecurities/KIF02,textileswoollenworsted,aaryaglobalsharessecurities,KIF02
https://www.moneycontrol.com/india/stockpricequote/financeinvestments/aasheeshsecurities/AS12,financeinvestments,aasheeshsecurities,AS12
https://www.moneycontrol.com/india/stockpricequote/hospitalhealthcareservices/aashkahospitals/AH04,hospitalhealthcareservices,aashkahospitals,AH04
https://www.moneycontrol.com/india/stockpricequote/aastafin/aastamangalamfinance/UF01,aastafin,aastamangalamfinance,UF01
https://www.moneycontrol.com/india/stockpricequote/trading/aaswatradingexports/ATE02,trading,aaswatradingexports,ATE02
https://www.moneycontrol.com/india/stockpricequote/financegeneral/aavasfinanciers/AF17,financegeneral,aavasfinanciers,AF17
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/aayushfoodherbs/AFH01,pharmaceuticals,aayushfoodherbs,AFH01
https://www.moneycontrol.com/india/stockpricequote/financeinvestments/adityabirlacapital/ABC9,financeinvestments,adityabirlacapital,ABC9
https://www.moneycontrol.com/india/stockpricequote/abcorp/abcorp/ABC05,abcorp,abcorp,ABC05
https://www.moneycontrol.com/india/stockpricequote/textiles/abcotspinindia/ACI01,textiles,abcotspinindia,ACI01
https://www.moneycontrol.com/india/stockpricequote/retailing/adityabirlafashionretailpp/ABF01,retailing,adityabirlafashionretailpp,ABF01
https://www.moneycontrol.com/india/stockpricequote/retailing/adityabirlafashionretailre/ABF,retailing,adityabirlafashionretailre,ABF
https://www.moneycontrol.com/india/stockpricequote/financegeneral/adityabirlamoney/ABM01,financegeneral,adityabirlamoney,ABM01
https://www.moneycontrol.com/india/stockpricequote/diversified/adityabirlanuvo/ABN01,diversified,adityabirlanuvo,ABN01
https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/abacuscomputers/AC,computerssoftwaremediumsmall,abacuscomputers,AC
https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/abanoffshore/AO04,oildrillingandexploration,abanoffshore,AO04
https://www.moneycontrol.com/india/stockpricequote/trading/abansenterprises/MST03,trading,abansenterprises,MST03
https://www.moneycontrol.com/india/stockpricequote/abateasind/abateasindustries/TI32,abateasind,abateasindustries,TI32
https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/abbindia/ABB,infrastructuregeneral,abbindia,ABB
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/abbottindia/AI51,pharmaceuticals,abbottindia,AI51
https://www.moneycontrol.com/india/stockpricequote/bearings/abcbearings/ABC02,bearings,abcbearings,ABC02
https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/abcgasinternational/BE05,metalsnonferrous,abcgasinternational,BE05
https://www.moneycontrol.com/india/stockpricequote/transportlogistics/abcindia/ABC,transportlogistics,abcindia,ABC
https://www.moneycontrol.com/india/stockpricequote/plastics/abcoplastics/AP17,plastics,abcoplastics,AP17
https://www.moneycontrol.com/india/stockpricequote/computershardware/abeeprinterribbons/APR01,computershardware,abeeprinterribbons,APR01
https://www.moneycontrol.com/india/stockpricequote/abesc/abesc/BI19,abesc,abesc,BI19
https://www.moneycontrol.com/india/stockpricequote/retailing/adityabirlafashionretailpp1/ABF02,retailing,adityabirlafashionretailpp1,ABF02
https://www.moneycontrol.com/india/stockpricequote/shipping/abgshipyard/ABG01,shipping,abgshipyard,ABG01
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/abhijittradingcompany/ATC01,miscellaneous,abhijittradingcompany,ATC01
https://www.moneycontrol.com/india/stockpricequote/abhinavcapital/abhinavcapitalservices/ACS04,abhinavcapital,abhinavcapitalservices,ACS04
https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/abhinavleasingfinance/ALF03,financeleasinghirepurchase,abhinavleasingfinance,ALF03
https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/abhishekcorporation/AC22,textilesspinningcottonblended,abhishekcorporation,AC22
https://www.moneycontrol.com/india/stockpricequote/abhishekfinle/abhishekfinlease/AF32,abhishekfinle,abhishekfinlease,AF32
https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/abhishekinfraventures/AI73,infrastructuregeneral,abhishekinfraventures,AI73
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/abhishekintegrations/AI83,miscellaneous,abhishekintegrations,AI83
https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/abiramifinancialservicesindia/AFS,financeleasinghirepurchase,abiramifinancialservicesindia,AFS
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ablbiotechnologies/ABL,pharmaceuticals,ablbiotechnologies,ABL
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/abminternational/ABM02,miscellaneous,abminternational,ABM02
https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/abmknowledgeware/ABM,computerssoftwaremediumsmall,abmknowledgeware,ABM
https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/abngranites/ABN,ceramicsgranite,abngranites,ABN
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/abnerpharma/AP01,pharmaceuticals,abnerpharma,AP01
https://www.moneycontrol.com/india/stockpricequote/financeinvestment/adityabirlasunlifeamc/ABS,financeinvestment,adityabirlasunlifeamc,ABS
https://www.moneycontrol.com/india/stockpricequote/absln50etf/adityabirlasunlifenifty50etf/BSL03,absln50etf,adityabirlasunlifenifty50etf,BSL03
https://www.moneycontrol.com/india/stockpricequote/etf/adityabirlasunlifeniftyhealthcareetf/ABS02,etf,adityabirlasunlifeniftyhealthcareetf,ABS02
https://www.moneycontrol.com/india/stockpricequote/abslsilveretf/adityabirlasunlifesilveretf/ABS04,abslsilveretf,adityabirlasunlifesilveretf,ABS04
https://www.moneycontrol.com/india/stockpricequote/abslnbanketf/adityabirlasunlifeniftybanketf/ABSLB13987,abslnbanketf,adityabirlasunlifeniftybanketf,ABSLB13987
https://www.moneycontrol.com/india/stockpricequote/abslnn50et/adityabirlasunlifeniftynext50etf/ABSLN7339,abslnn50et,adityabirlasunlifeniftynext50etf,ABSLN7339
https://www.moneycontrol.com/india/stockpricequote/abslspbsesetf/adityabirlasunlifespbsesensexetf/ABS01,abslspbsesetf,adityabirlasunlifespbsesensexetf,ABS01
https://www.moneycontrol.com/india/stockpricequote/cementmajor/acc/ACC06,cementmajor,acc,ACC06
https://www.moneycontrol.com/india/stockpricequote/computershardware/accel/AT17,computershardware,accel,AT17
https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/accelyakalesolutions/KAL,computerssoftwaremediumsmall,accelyakalesolutions,KAL
https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/accentiatechnologies/AT19,computerssoftwaremediumsmall,accentiatechnologies,AT19
https://www.moneycontrol.com/india/stockpricequote/packaging/acclaimindustries/EP12,packaging,acclaimindustries,EP12
https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/accordsynergy/AS22,telecommunicationsservice,accordsynergy,AS22
https://www.moneycontrol.com/india/stockpricequote/shipping/accuracyshipping/AS26,shipping,accuracyshipping,AS26
https://www.moneycontrol.com/india/stockpricequote/trading/accurateexports/AE12,trading,accurateexports,AE12
https://www.moneycontrol.com/india/stockpricequote/electricequipment/accuratetransformers/ATL03,electricequipment,accuratetransformers,ATL03
https://www.moneycontrol.com/india/stockpricequote/diversified/aceedutrend/AIF,diversified,aceedutrend,AIF
https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/aceengitech/PSF,financeleasinghirepurchase,aceengitech,PSF
https://www.moneycontrol.com/india/stockpricequote/misccommercialservices/aceintegratedsolutions/AIS,misccommercialservices,aceintegratedsolutions,AIS
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/acelaboratories/AL01,pharmaceuticals,acelaboratories,AL01
https://www.moneycontrol.com/india/stockpricequote/trading/acemenenggworkslimited/AME03,trading,acemenenggworkslimited,AME03
https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/acesoftwareexports/ASE02,computerssoftwaremediumsmall,acesoftwareexports,ASE02
https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/acesoftware/AS23,computerssoftwaremediumsmall,acesoftware,AS23
https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/acestonecraft/ASL02,ceramicsgranite,acestonecraft,ASL02
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/acetoursworldwide/ATW,miscellaneous,acetoursworldwide,ATW
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/acewinagriteck/INE02,miscellaneous,acewinagriteck,INE02
https://www.moneycontrol.com/india/stockpricequote/financeinvestments/achalinvestments/AI68,financeinvestments,achalinvestments,AI68
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/achyuthealthcare/AH09,miscellaneous,achyuthealthcare,AH09
https://www.moneycontrol.com/india/stockpricequote/computershardware/aciinfocom/ACI07,computershardware,aciinfocom,ACI07
https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/acilcottonindustries/ACI14,textilesspinningcottonblended,acilcottonindustries,ACI14
https://www.moneycontrol.com/india/stockpricequote/acjlascadbsvdj/acjlascadbsvdj/BCI04,acjlascadbsvdj,acjlascadbsvdj,BCI04
https://www.moneycontrol.com/india/stockpricequote/diversified/acjscbanan/GG04,diversified,acjscbanan,GG04
https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/acknitindustriesltd/AK,textileshosieryknitwear,acknitindustriesltd,AK
https://www.moneycontrol.com/india/stockpricequote/acmasnvadndcnd/acmasnvadndcnd/CI16,acmasnvadndcnd,acmasnvadndcnd,CI16
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/acmefluoropolymers/AFP01,miscellaneous,acmefluoropolymers,AFP01
https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/acmeindustries/AI02,steelmediumsmall,acmeindustries,AI02
https://www.moneycontrol.com/india/stockpricequote/financeinvestments/acmeresources/AR9,financeinvestments,acmeresources,AR9
https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/acmespinners/ASL01,textilesspinningcottonblended,acmespinners,ASL01
https://www.moneycontrol.com/india/stockpricequote/aquaculture/acquaintexports/AE,aquaculture,acquaintexports,AE
https://www.moneycontrol.com/india/stockpricequote/computerssoftware/acropetaltechnologies/AT21,computerssoftware,acropetaltechnologies,AT21
https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/acrowindia/AI03,constructioncontractingcivil,acrowindia,AI03
https://www.moneycontrol.com/india/stockpricequote/sugar/acscmsdvnsdvinananiaspcmaso/PSI01,sugar,acscmsdvnsdvinananiaspcmaso,PSI01
https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/actionconstructionequipment/ACE3,engineeringheavy,actionconstructionequipment,ACE3
https://www.moneycontrol.com/india/stockpricequote/financeinvestments/actionfinancialservicesindia/AFS01,financeinvestments,actionfinancialservicesindia,AFS01
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/activeclothingcoltd/ACC,miscellaneous,activeclothingcoltd,ACC
https://www.moneycontrol.com/india/stockpricequote/financeinvestments/acumentradinginvestments/ATI01,financeinvestments,acumentradinginvestments,ATI01
https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/admanumfinance/AMF01,financeleasinghirepurchase,admanumfinance,AMF01
https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/adamcomsof/AC01,computerssoftwaremediumsmall,adamcomsof,AC01
https://www.moneycontrol.com/india/stockpricequote/trading/adanienterprises/AE13,trading,adanienterprises,AE13
https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/adanigreenenergylimited/ADANI54145,powergenerationdistribution,adanigreenenergylimited,ADANI54145
https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/adaniportsspecialeconomiczone/MPS,infrastructuregeneral,adaniportsspecialeconomiczone,MPS
https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/adanipower/AP11,powergenerationdistribution,adanipower,AP11
https://www.moneycontrol.com/india/stockpricequote/adanitotalgas/adanitotalgas/ADG01,adanitotalgas,adanitotalgas,ADG01
https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/adanitransmission/AT22,powertransmissionequipment,adanitransmission,AT22
https://www.moneycontrol.com/india/stockpricequote/consumerfood/adaniwilmar/AW,consumerfood,adaniwilmar,AW
https://www.moneycontrol.com/india/stockpricequote/fertilisers/adarshchemicalsfertilisers/ACF,fertilisers,adarshchemicalsfertilisers,ACF
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/adarshmercantile/AM12,miscellaneous,adarshmercantile,AM12
https://www.moneycontrol.com/india/stockpricequote/adarshplant/adarshplantationprojects/APP01,adarshplant,adarshplantationprojects,APP01
https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/adcindiacommunications/KC07,telecommunicationsequipment,adcindiacommunications,KC07
https://www.moneycontrol.com/india/stockpricequote/adconcapital/adconcapitalservices/ACS06,adconcapital,adconcapitalservices,ACS06
https://www.moneycontrol.com/india/stockpricequote/financeinvestments/adconcapitalservices/ACS03,financeinvestments,adconcapitalservices,ACS03
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/addlifepharma/ALP,pharmaceuticals,addlifepharma,ALP
https://www.moneycontrol.com/india/stockpricequote/addshoppromot/addshoppromotions/AP12,addshoppromot,addshoppromotions,AP12
https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/addiindustries/AI05,textileshosieryknitwear,addiindustries,AI05
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/adelvisi/AV01,miscellaneous,adelvisi,AV01
https://www.moneycontrol.com/india/stockpricequote/medicalequipmentsuppliesaccessories/adeshwarmeditex/AM10,medicalequipmentsuppliesaccessories,adeshwarmeditex,AM10
https://www.moneycontrol.com/india/stockpricequote/foodprocessing/adffoodsindustries/AF30,foodprocessing,adffoodsindustries,AF30
https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/adharshilacapitalservices/ACS05,banksprivatesector,adharshilacapitalservices,ACS05
https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/adhbhutinfrastructure/AI71,infrastructuregeneral,adhbhutinfrastructure,AI71
https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/adhunikmetaliks/AM9,steelspongeiron,adhunikmetaliks,AM9
https://www.moneycontrol.com/india/stockpricequote/textilesweaving/adhuniksynthetics/AS,textilesweaving,adhuniksynthetics,AS
https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/adhunikyarns/AY,textilesprocessing,adhunikyarns,AY
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/adinathbiolabs/ABL02,pharmaceuticals,adinathbiolabs,ABL02
https://www.moneycontrol.com/india/stockpricequote/financeinvestments/adinatheximresources/AER,financeinvestments,adinatheximresources,AER
https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/adinathtextiles/AT02,textilesspinningsyntheticblended,adinathtextiles,AT02
https://www.moneycontrol.com/india/stockpricequote/ironsteel/adishaktilohaispat/ALI05,ironsteel,adishaktilohaispat,ALI05
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/adithyaalkaloids/AAL,pharmaceuticals,adithyaalkaloids,AAL
https://www.moneycontrol.com/india/stockpricequote/aquaculture/adithyaaquaculture/AAC03,aquaculture,adithyaaquaculture,AAC03
https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/aditriindustries/AC02,textilesreadymadeapparels,aditriindustries,AC02
https://www.moneycontrol.com/india/stockpricequote/chemicals/adityabirlachemicals/ABC08,chemicals,adityabirlachemicals,ABC08
https://www.moneycontrol.com/india/stockpricequote/retail/adityabirlafashionretail/PFR,retail,adityabirlafashionretail,PFR
https://www.moneycontrol.com/india/stockpricequote/retail/adityaconsumermarketing/ACM01,retail,adityaconsumermarketing,ACM01
https://www.moneycontrol.com/india/stockpricequote/electricals/adityaelectrocommunications/AEC02,electricals,adityaelectrocommunications,AEC02
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/adityaexports/AEL01,miscellaneous,adityaexports,AEL01
https://www.moneycontrol.com/india/stockpricequote/castingsforgings/adityaforge/AF,castingsforgings,adityaforge,AF
https://www.moneycontrol.com/india/stockpricequote/trading/adityainternational/AI37,trading,adityainternational,AI37
https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/adityaispat/AI06,steelmediumsmall,adityaispat,AI06
https://www.moneycontrol.com/india/stockpricequote/chemicals/adityalimeindustries/ALI01,chemicals,adityalimeindustries,ALI01
https://www.moneycontrol.com/india/stockpricequote/diversified/adityamills/AML01,diversified,adityamills,AML01
https://www.moneycontrol.com/india/stockpricequote/packaging/adityapolymers/APL02,packaging,adityapolymers,APL02
https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/adityaspinners/AS01,textilesspinningsyntheticblended,adityaspinners,AS01
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/adityavision/AV,miscellaneous,adityavision,AV
https://www.moneycontrol.com/india/stockpricequote/software/adjiatechnologies/AT24,software,adjiatechnologies,AT24
https://www.moneycontrol.com/india/stockpricequote/adlinechemlab/adlinechemlab/KL,adlinechemlab,adlinechemlab,KL
https://www.moneycontrol.com/india/stockpricequote/adncadpinc/akcbabc/MM05,adncadpinc,akcbabc,MM05
https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/adorfontech/AF22,electrodesgraphite,adorfontech,AF22
https://www.moneycontrol.com/india/stockpricequote/personalcare/adormultiproducts/AM01,personalcare,adormultiproducts,AM01
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/adorpowertron/AP25,miscellaneous,adorpowertron,AP25
https://www.moneycontrol.com/india/stockpricequote/packaging/adortechnopak/AT11,packaging,adortechnopak,AT11
https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/adorwelding/AW01,electrodesgraphite,adorwelding,AW01
https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/adsdiagnostic/ADS,hospitalsmedicalservices,adsdiagnostic,ADS
https://www.moneycontrol.com/india/stockpricequote/constructioninfrastructure/advaitinfratechlimited/AIL05,constructioninfrastructure,advaitinfratechlimited,AIL05
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/advancebiocoalindia/ABC04,miscellaneous,advancebiocoalindia,ABC04
https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/advancelifestyles/AAM,textilesspinningcottonblended,advancelifestyles,AAM
https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/advancemeteringtechnology/AMT,powergenerationdistribution,advancemeteringtechnology,AMT
https://www.moneycontrol.com/india/stockpricequote/rubber/advancemultitech/AM02,rubber,advancemultitech,AM02
https://www.moneycontrol.com/india/stockpricequote/detergents/advancepetrochemicals/AP02,detergents,advancepetrochemicals,AP02
https://www.moneycontrol.com/india/stockpricequote/financeinvestments/advancepowerinfratech/MF05,financeinvestments,advancepowerinfratech,MF05
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/advancesyntex/AS08,miscellaneous,advancesyntex,AS08
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/advancedenzymetechnologies/AET,pharmaceuticals,advancedenzymetechnologies,AET
https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/advancedmicronicdevices/AMD,hospitalsmedicalservices,advancedmicronicdevices,AMD
https://www.moneycontrol.com/india/stockpricequote/hotels/advanihotelsresortsindia/AHR,hotels,advanihotelsresortsindia,AHR
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/advanta/AI39,miscellaneous,advanta,AI39
https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/adventcomputerservices/ACS01,computerssoftwaremediumsmall,adventcomputerservices,ACS01
https://www.moneycontrol.com/india/stockpricequote/financeinvestments/advikcapital/AIL04,financeinvestments,advikcapital,AIL04
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/adviklaboratories/AL07,pharmaceuticals,adviklaboratories,AL07
https://www.moneycontrol.com/india/stockpricequote/financeinvestment/advikcapitalre/ACR,financeinvestment,advikcapitalre,ACR
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/aecenterprises/AEC,miscellaneous,aecenterprises,AEC
https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/aecindia/AEC01,constructioncontractingcivil,aecindia,AEC01
https://www.moneycontrol.com/india/stockpricequote/transportlogistics/aegislogistics/AL9,transportlogistics,aegislogistics,AL9
https://www.moneycontrol.com/india/stockpricequote/financeinvestments/aeonianinvestments/AI07,financeinvestments,aeonianinvestments,AI07
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/aesculapiusremedies/AR05,pharmaceuticals,aesculapiusremedies,AR05
https://www.moneycontrol.com/india/stockpricequote/specialitychemicals/aetherindustries/AI84,specialitychemicals,aetherindustries,AI84
https://www.moneycontrol.com/india/stockpricequote/affleindia/affleindia/AI82,affleindia,affleindia,AI82
https://www.moneycontrol.com/india/stockpricequote/engineering/affordableroboticautomation/ARA,engineering,affordableroboticautomation,ARA
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/arvindfashionslimited/ARVIN54248,miscellaneous,arvindfashionslimited,ARVIN54248
https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/aftek/A14,computerssoftwaremediumsmall,aftek,A14
https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/agarwalfortuneindia/DLF01,financeleasinghirepurchase,agarwalfortuneindia,DLF01
https://www.moneycontrol.com/india/stockpricequote/transportlogistics/agarwalindustrialcorporation/AIC03,transportlogistics,agarwalindustrialcorporation,AIC03
https://www.moneycontrol.com/india/stockpricequote/agigreenpac/agigreenpac/HSI02,agigreenpac,agigreenpac,HSI02
https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/agiinfra/AI43,constructioncontractingcivil,agiinfra,AI43
https://www.moneycontrol.com/india/stockpricequote/paper/agiopaperindustries/API08,paper,agiopaperindustries,API08
https://www.moneycontrol.com/india/stockpricequote/renewables/agnigreenpower/AGP,renewables,agnigreenpower,AGP
https://www.moneycontrol.com/india/stockpricequote/aquaculture/agrimarineexports/AME01,aquaculture,agrimarineexports,AME01
https://www.moneycontrol.com/india/stockpricequote/fertilisers/agritechindia/ATI02,fertilisers,agritechindia,ATI02
https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/agrimaschemicals/ACL04,pesticidesagrochemicals,agrimaschemicals,ACL04
https://www.moneycontrol.com/india/stockpricequote/trading/agrimonycommodities/AC11,trading,agrimonycommodities,AC11
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/agritechhatcheriesfoods/AHF,miscellaneous,agritechhatcheriesfoods,AHF
https://www.moneycontrol.com/india/stockpricequote/fertilisers/agrochempunjab/ACP01,fertilisers,agrochempunjab,ACP01
https://www.moneycontrol.com/india/stockpricequote/foodprocessing/agrodutchindustries/ADI02,foodprocessing,agrodutchindustries,ADI02
https://www.moneycontrol.com/india/stockpricequote/diversified/agrophosindia/API,diversified,agrophosindia,API
https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/agrotechfoods/ATF,edibleoilssolventextraction,agrotechfoods,ATF
https://www.moneycontrol.com/india/stockpricequote/computerssoftware/agsinfotech/AGS02,computerssoftware,agsinfotech,AGS02
https://www.moneycontrol.com/india/stockpricequote/onlineservices/agstransacttechnologies/ATT,onlineservices,agstransacttechnologies,ATT
